A,0.0,0.0.1,0.2272596974108387,-0.16784199427401442,0.3921763599471243,-0.47925288304855845,0.4337104498981371,-0.7744924357819425,0.39381952772626866,-1.0,0.2244524008925711,-0.7004922732919001,0.29262770414344497,-0.9284672079254263,0.2970363962365671,-0.6664327252901444,0.2512580203909674,-0.6180242334992129,0.08407147926744583,-0.6989588373888566,0.17270468763333252,-0.8935915051432186,0.18294232676543132,-0.5887642734472365,0.12002725540522104,-0.5805764104314519,-0.05750844513891621,-0.6698805289408561,0.032102641587333544,-0.8362910268195436,0.05346356722872211,-0.5517745394454797,-0.016517266099927288,-0.5307167497086165,-0.21712936302370464,-0.6350514526252106,-0.10828326204380793,-0.7643148362095263,-0.07009133166721426,-0.5693109451350838,-0.12899409977195186,-0.5234335678878799
A,0.0,0.0,0.2315998110407895,-0.167706686229537,0.3964824431629977,-0.4635898973883766,0.4482289911229408,-0.7583787985742968,0.4246636184149699,-1.0,0.2317616378722278,-0.7044060323150153,0.3113049124227708,-0.9302098702713888,0.3151975513137821,-0.664126322552317,0.265595208870397,-0.610564939447412,0.0992522874805288,-0.7088039403074468,0.1926114178284136,-0.9073712891277104,0.199946394862086,-0.5916709972567493,0.135599451327887,-0.5749107066588554,-0.0413886413175342,-0.6858388220150013,0.0549539513615826,-0.8529346999052235,0.070433039586119,-0.5545185470369144,-0.0020984718468036,-0.5318803805085298,-0.2039963531795839,-0.6534719166134482,-0.084915661506201,-0.7846127748871142,-0.0507616250096332,-0.5791929612364274,-0.1161660497201945,-0.5318326679780649
A,0.0,0.0,0.2400966874666913,-0.1678039351793524,0.4077585148831126,-0.4654073941012679,0.4439549470977097,-0.7639892155245077,0.4167438166866755,-1.0,0.2544937346597447,-0.6876774823002004,0.3033502209917957,-0.9209413467480894,0.3112796715996619,-0.6663022530515238,0.2783660777254955,-0.5933138636215235,0.1114065254692604,-0.6905540468741576,0.1752722467738557,-0.9064981043718524,0.1947095813144954,-0.6075820790866955,0.1478875796189561,-0.5687442577761666,-0.0356773121502001,-0.6661285808379129,0.0319120660463777,-0.8412710475956694,0.0607519492064317,-0.5536271888862788,0.0117697469506437,-0.5116253362020406,-0.2018080605040395,-0.6246629174059928,-0.1134796189832128,-0.7806484719961007,-0.0698532131120624,-0.5815301632871029,-0.1131202177486499,-0.5162112580235343
A,0.0,0.0,0.2476960547479405,-0.1184630579831573,0.4610206833707411,-0.4225823023245858,0.5163072660889348,-0.7513953019026011,0.5008558952499189,-1.0,0.3172148391870982,-0.664157437023356,0.3777017729477167,-0.9177210680496352,0.3562831395668845,-0.6372312904784329,0.3206295523903298,-0.5795981053494218,0.1709648468317504,-0.6785955856720872,0.2387406505904729,-0.9104358674845424,0.2341523303957483,-0.593409392525365,0.1900385596252286,-0.5669185324714243,0.0167778708726523,-0.6557446502724554,0.0808478530759022,-0.8591858139719778,0.0958384042858977,-0.553818197941448,0.0487254836006923,-0.5153423580999675,-0.1654524410903108,-0.6343084341917768,-0.0802186982074819,-0.7780647410297652,-0.0487580498186688,-0.5756017870138765,-0.092486377229945,-0.5325507757792959
A,0.0,0.0,0.2152123018199609,-0.1538627838676764,0.4086043461794029,-0.4898904087802366,0.4509161804407101,-0.7864961944310785,0.4072948045594045,-1.0,0.2155679914386492,-0.7630915749138406,0.3018710433067947,-0.9445628279413806,0.2898762566733923,-0.6633949691281897,0.2380901933986486,-0.6357471436331019,0.0572264027096567,-0.7587435085633725,0.1685162796402399,-0.9090820134808928,0.1696390134498927,-0.5807313000125347,0.1111669557739922,-0.5953783262505408,-0.0902389549545178,-0.7136427657799361,0.0020275251739024,-0.8092083041867323,0.0272411882917598,-0.5155644871074306,-0.0262009410477141,-0.5213903029763902,-0.2389789457084747,-0.6624692865585985,-0.1531299742970783,-0.7324850156144912,-0.1047722252098892,-0.5400762057258076,-0.1463178239720516,-0.5197187369851161
A,0.0,0.0,0.2078658636219599,-0.1542599148126666,0.3937869053318041,-0.484560774673291,0.4331767806830752,-0.783853716674593,0.3857980478642348,-1.0,0.1937843473103971,-0.7456037269849854,0.2788085414945005,-0.9325911764966904,0.2708237298771158,-0.6532701171417191,0.2182870601182014,-0.6230833763585574,0.0472770645190423,-0.739418535631933,0.1515686413721853,-0.8994005877184694,0.1566125114393151,-0.5695468595588823,0.0975575854992553,-0.5765208611866192,-0.0940062426163234,-0.6914290099465269,-0.0044094546559382,-0.8011610806961785,0.0226498439345919,-0.5071196522343795,-0.0336208845220389,-0.5061358580830605,-0.2436286995384598,-0.6361332008730683,-0.1541187015900974,-0.7128419983263231,-0.1055995610644083,-0.5211618846457636,-0.1466984818403972,-0.4978786693903504
A,0.0,0.0,0.2011834319526627,-0.1447047186031539,0.4175809067724272,-0.4754175071668273,0.4737720488230873,-0.7773160862024305,0.4242716840349107,-1.0,0.1954008584546541,-0.8587388933734881,0.3195851555840406,-0.912196731799272,0.2914437325103047,-0.6293439202067153,0.2150011966442964,-0.637361436993056,0.0274696507247376,-0.8849393188341381,0.1665049410109413,-0.87396988628692,0.1596769697837174,-0.5465175912506468,0.1023593015769627,-0.6120809499443401,-0.1244915710461916,-0.8318106300259784,-0.0042282397623168,-0.7769246415427382,0.0163115945850252,-0.4930044116479559,-0.0338544579201337,-0.5396358724406154,-0.2667165123584671,-0.7578301970435642,-0.1722752003727271,-0.6692260753717855,-0.130338612669131,-0.4951366405529713,-0.1686843982501757,-0.5275274547288891
A,0.0,0.0,0.1931014261763887,-0.1421088271715654,0.3439696012527239,-0.4862620839423858,0.3424498786906972,-0.8042688630864223,0.2585715306022719,-1.0,0.166756525409439,-0.6762596244620558,0.1967725227716732,-0.8718986651143659,0.2054416539307114,-0.6218825549811995,0.1635864539556284,-0.6015918422581681,0.0213651243541179,-0.646758748607816,0.0684377252062365,-0.8461576258389352,0.1051284192415134,-0.5413794140422364,0.0647685081264881,-0.5451494537053844,-0.1136545729687001,-0.583418269535416,-0.0797122676516044,-0.7520857252406048,-0.018083087474801,-0.4730455991949229,-0.0631706514186046,-0.4573073416024857,-0.2662026321809576,-0.5236998854032527,-0.212274901164333,-0.635118371888462,-0.1482430288768767,-0.4608102215572914,-0.1799914025589335,-0.4333462035397185
A,0.0,0.0,0.3091401494765777,-0.0509201383738948,0.625624525911204,-0.3184594815640374,0.758663729964672,-0.66305052568237,0.7855035123181865,-0.9420527532817186,0.5349805138027819,-0.7008526182414537,0.634588776967442,-0.939826213349493,0.5402604680924997,-0.631960188547851,0.5113602975971026,-0.5725181054246352,0.3449471845658582,-0.7691524810823562,0.4558834331303492,-1.0,0.3718092146617566,-0.6427680005424211,0.3364202958737853,-0.6241597063015494,0.1515118930074286,-0.7995746796678236,0.2400082916982726,-0.9991672987850614,0.1844761610143275,-0.645893631777969,0.1490881250732763,-0.616794291017421,-0.0590391517889303,-0.8315715240197927,0.033410635409648,-0.9582685323694058,0.0237342800277425,-0.7129808160895673,-0.0105994601214514,-0.6770362334501516
A,0.0,0.0,0.2520000389225607,0.0125911345078948,0.4948399356773295,-0.3679751448060511,0.5329349211645504,-0.7806122016577872,0.4386861375730465,-1.0,0.3299707170508752,-0.6672689200527463,0.3543332581039753,-0.8830273465517279,0.3244586232776374,-0.6049479363666355,0.3183628480391033,-0.5639056655239966,0.1551293186386018,-0.6809542807440362,0.1948234249781766,-0.8961103492263984,0.187536587991825,-0.5310795078053859,0.1820830350055072,-0.5290345039084214,-0.0070198721644992,-0.6528126415455019,0.0164124510760675,-0.8375091381697545,0.042988398879658,-0.5027922228956941,0.0296558523679826,-0.4729935498411237,-0.182967110750066,-0.6387857667728771,-0.1537345412301349,-0.7255221822498684,-0.1162433262718182,-0.4951615176408659,-0.1231902186349293,-0.4744365096130877
